DesignName,ParticipantID,TrialID,Block1,Letter1,Letter2,Modifier1,Size
2key,16,1363,13,Right,Middle,CMD_Alt_Shift,1
2key,16,1364,14,Right,Middle,CMD_Alt_Shift,2
2key,16,1365,15,Left,Left,CMD_Alt_Shift,2
2key,16,1366,16,Left,Left,CMD,1
2key,16,1367,17,Left,Right,CMD,2
2key,16,1368,18,Left,Middle,CMD,1
2key,16,1369,19,Left,Left,None,1
2key,16,1370,20,Left,Left,None,2
2key,16,1371,21,Middle,Left,CMD,1
2key,16,1372,22,Middle,Left,Alt,1
2key,16,1373,23,Left,Right,None,1
2key,16,1374,24,Left,Right,CMD,1
2key,16,1375,25,Left,Left,CMD_Alt_Shift,1
2key,16,1376,26,Left,Middle,None,2
2key,16,1377,27,Left,Right,CMD_Shift,1
2key,16,1378,28,Middle,Middle,CMD_Shift,2
2key,16,1379,29,Middle,Left,CMD_Shift,2
2key,16,1380,30,Middle,Middle,None,1
2key,16,1381,31,Right,Right,CMD,1
2key,16,1382,32,Middle,Right,Alt,2
2key,16,1383,33,Left,Middle,Alt,2
2key,16,1384,34,Right,Middle,Alt,1
2key,16,1385,35,Middle,Left,CMD_Shift,1
2key,16,1386,36,Right,Left,CMD_Shift,2
2key,16,1387,37,Right,Middle,CMD_Shift,2
2key,16,1388,38,Right,Right,CMD,2
2key,16,1389,39,Right,Right,Alt,1
2key,16,1390,40,Middle,Left,None,1
2key,16,1391,41,Left,Left,CMD_Shift,2
2key,16,1392,42,Middle,Middle,Alt,2
2key,16,1393,43,Middle,Middle,Alt,1
2key,16,1394,44,Middle,Left,None,2
2key,16,1395,45,Left,Right,Alt,1
2key,16,1396,46,Middle,Left,CMD,2
2key,16,1397,47,Left,Left,Alt,1
2key,16,1398,48,Left,Right,CMD_Shift,2
2key,16,1399,49,Left,Right,Alt,2
2key,16,1400,50,Left,Middle,CMD_Alt_Shift,2
2key,16,1401,51,Middle,Right,CMD_Alt_Shift,1
2key,16,1402,52,Right,Left,Alt,2
2key,16,1403,53,Middle,Middle,CMD_Alt_Shift,1
2key,16,1404,54,Right,Middle,Alt,2
2key,16,1405,55,Right,Right,None,1
2key,16,1406,56,Right,Left,Alt,1
2key,16,1407,57,Left,Left,Alt,2
2key,16,1408,58,Middle,Right,None,2
2key,16,1409,59,Right,Left,None,1
2key,16,1410,60,Middle,Right,CMD_Shift,2
2key,16,1411,61,Middle,Middle,None,2
2key,16,1412,62,Right,Right,CMD_Alt_Shift,2
2key,16,1413,63,Left,Middle,None,1
2key,16,1414,64,Middle,Right,CMD_Alt_Shift,2
2key,16,1415,65,Middle,Left,CMD_Alt_Shift,1
2key,16,1416,66,Right,Middle,CMD_Shift,1
2key,16,1417,67,Middle,Left,CMD_Alt_Shift,2
2key,16,1418,68,Middle,Middle,CMD,2
2key,16,1419,69,Right,Left,CMD,1
2key,16,1420,70,Right,Right,Alt,2
2key,16,1421,71,Middle,Middle,CMD_Alt_Shift,2
2key,16,1422,72,Right,Right,CMD_Alt_Shift,1
2key,16,1423,73,Right,Left,CMD_Alt_Shift,2
2key,16,1424,74,Left,Right,CMD_Alt_Shift,2
2key,16,1425,75,Left,Left,CMD_Shift,1
2key,16,1426,76,Middle,Right,Alt,1
2key,16,1427,77,Left,Middle,CMD_Alt_Shift,1
2key,16,1428,78,Left,Middle,CMD_Shift,2
2key,16,1429,79,Middle,Middle,CMD_Shift,1
2key,16,1430,80,Left,Right,None,2
2key,16,1431,81,Left,Middle,CMD,2
2key,16,1432,82,Left,Right,CMD_Alt_Shift,1
2key,16,1433,83,Right,Right,CMD_Shift,2
2key,16,1434,84,Right,Left,CMD_Alt_Shift,1
2key,16,1435,85,Left,Middle,CMD_Shift,1
2key,16,1436,86,Middle,Middle,CMD,1
2key,16,1437,87,Middle,Right,CMD_Shift,1
2key,16,1438,88,Right,Right,CMD_Shift,1
2key,16,1439,89,Right,Right,None,2
2key,16,1440,90,Middle,Right,None,1
2key,17,1441,1,Right,Left,CMD,1
2key,17,1442,2,Right,Left,CMD_Shift,2
2key,17,1443,3,Middle,Right,CMD,2
2key,17,1444,4,Middle,Left,CMD_Shift,1
2key,17,1445,5,Middle,Right,Alt,1
2key,17,1446,6,Right,Middle,CMD,1
2key,17,1447,7,Left,Middle,Alt,2
2key,17,1448,8,Right,Middle,CMD,2
2key,17,1449,9,Left,Left,Alt,1
2key,17,1450,10,Right,Left,Alt,1
2key,17,1451,11,Right,Middle,Alt,1
2key,17,1452,12,Right,Middle,None,2
2key,17,1453,13,Right,Middle,CMD_Alt_Shift,2
2key,17,1454,14,Right,Right,None,1
2key,17,1455,15,Left,Middle,None,1
2key,17,1456,16,Left,Left,CMD,2
2key,17,1457,17,Left,Right,Alt,1
2key,17,1458,18,Left,Middle,CMD,2
2key,17,1459,19,Left,Left,None,2
2key,17,1460,20,Left,Left,CMD,1
2key,17,1461,21,Middle,Left,CMD,2
2key,17,1462,22,Middle,Left,Alt,2
2key,17,1463,23,Left,Right,None,2
2key,17,1464,24,Left,Right,CMD,2
2key,17,1465,25,Left,Left,CMD_Alt_Shift,2
2key,17,1466,26,Left,Middle,CMD,1
2key,17,1467,27,Left,Right,CMD_Shift,2
2key,17,1468,28,Middle,Middle,CMD_Alt_Shift,1
2key,17,1469,29,Middle,Left,CMD_Alt_Shift,1
2key,17,1470,30,Middle,Middle,None,2
2key,17,1471,31,Right,Right,CMD,2
2key,17,1472,32,Middle,Right,CMD_Shift,1
2key,17,1473,33,Left,Middle,CMD_Shift,1
2key,17,1474,34,Right,Middle,Alt,2
2key,17,1475,35,Middle,Left,CMD_Shift,2
2key,17,1476,36,Right,Left,CMD_Alt_Shift,1
2key,17,1477,37,Right,Middle,CMD_Alt_Shift,1
2key,17,1478,38,Right,Right,Alt,1
2key,17,1479,39,Right,Right,Alt,2
2key,17,1480,40,Middle,Left,None,2
2key,17,1481,41,Left,Left,CMD_Alt_Shift,1
2key,17,1482,42,Middle,Middle,CMD_Shift,1
2key,17,1483,43,Middle,Middle,Alt,2
2key,17,1484,44,Middle,Left,CMD,1
2key,17,1485,45,Left,Right,Alt,2
2key,17,1486,46,Middle,Left,Alt,1
2key,17,1487,47,Left,Left,Alt,2
2key,17,1488,48,Left,Right,CMD_Alt_Shift,1
2key,17,1489,49,Left,Right,CMD_Shift,1
2key,17,1490,50,Left,Right,None,1
2key,17,1491,51,Middle,Right,CMD_Alt_Shift,2
2key,17,1492,52,Right,Left,CMD_Shift,1
2key,17,1493,53,Middle,Middle,CMD_Alt_Shift,2
2key,17,1494,54,Right,Middle,CMD_Shift,1
2key,17,1495,55,Right,Right,None,2
2key,17,1496,56,Right,Left,Alt,2
2key,17,1497,57,Left,Left,CMD_Shift,1
2key,17,1498,58,Middle,Right,CMD,1
2key,17,1499,59,Right,Left,None,2
2key,17,1500,60,Middle,Right,CMD_Alt_Shift,1
2key,17,1501,61,Middle,Middle,CMD,1
2key,17,1502,62,Left,Left,None,1
2key,17,1503,63,Left,Middle,None,2
2key,17,1504,64,Right,Left,None,1
2key,17,1505,65,Middle,Left,CMD_Alt_Shift,2
2key,17,1506,66,Right,Middle,CMD_Shift,2
2key,17,1507,67,Middle,Middle,None,1
2key,17,1508,68,Middle,Middle,Alt,1
2key,17,1509,69,Right,Left,CMD,2
2key,17,1510,70,Right,Right,CMD_Shift,1
2key,17,1511,71,Middle,Right,None,1
2key,17,1512,72,Right,Right,CMD_Alt_Shift,2
2key,17,1513,73,Right,Middle,None,1
2key,17,1514,74,Middle,Left,None,1
2key,17,1515,75,Left,Left,CMD_Shift,2
2key,17,1516,76,Middle,Right,Alt,2
2key,17,1517,77,Left,Middle,CMD_Alt_Shift,2
2key,17,1518,78,Left,Middle,CMD_Alt_Shift,1
2key,17,1519,79,Middle,Middle,CMD_Shift,2
2key,17,1520,80,Left,Right,CMD,1
2key,17,1521,81,Left,Middle,Alt,1
2key,17,1522,82,Left,Right,CMD_Alt_Shift,2
2key,17,1523,83,Right,Right,CMD_Alt_Shift,1
2key,17,1524,84,Right,Left,CMD_Alt_Shift,2
2key,17,1525,85,Left,Middle,CMD_Shift,2
2key,17,1526,86,Middle,Middle,CMD,2
2key,17,1527,87,Middle,Right,CMD_Shift,2
2key,17,1528,88,Right,Right,CMD_Shift,2
2key,17,1529,89,Right,Right,CMD,1
2key,17,1530,90,Middle,Right,None,2
2key,18,1531,1,Right,Left,CMD,2
2key,18,1532,2,Right,Left,CMD_Alt_Shift,1
2key,18,1533,3,Middle,Right,Alt,1
2key,18,1534,4,Middle,Left,CMD_Shift,2
2key,18,1535,5,Middle,Right,Alt,2
2key,18,1536,6,Right,Middle,CMD,2
2key,18,1537,7,Left,Middle,CMD_Shift,1
2key,18,1538,8,Right,Middle,Alt,1
2key,18,1539,9,Left,Left,Alt,2
2key,18,1540,10,Right,Left,Alt,2
2key,18,1541,11,Right,Middle,Alt,2
2key,18,1542,12,Right,Middle,CMD,1
2key,18,1543,13,Right,Right,None,1
2key,18,1544,14,Right,Right,None,2
2key,18,1545,15,Left,Middle,None,2
2key,18,1546,16,Left,Left,Alt,1
2key,18,1547,17,Left,Right,Alt,2
2key,18,1548,18,Left,Middle,Alt,1
2key,18,1549,19,Left,Left,CMD,1
2key,18,1550,20,Left,Left,CMD,2
2key,18,1551,21,Middle,Left,Alt,1
2key,18,1552,22,Middle,Left,CMD_Shift,1
2key,18,1553,23,Left,Right,CMD,1
2key,18,1554,24,Left,Right,Alt,1
2key,18,1555,25,Left,Middle,None,1
2key,18,1556,26,Left,Middle,CMD,2
2key,18,1557,27,Left,Right,CMD_Alt_Shift,1
2key,18,1558,28,Middle,Middle,CMD_Alt_Shift,2
2key,18,1559,29,Middle,Left,CMD_Alt_Shift,2
2key,18,1560,30,Middle,Middle,CMD,1
2key,18,1561,31,Right,Right,Alt,1
2key,18,1562,32,Middle,Right,CMD_Shift,2
2key,18,1563,33,Left,Middle,CMD_Shift,2
2key,18,1564,34,Right,Middle,CMD_Shift,1
2key,18,1565,35,Middle,Left,CMD_Alt_Shift,1
2key,18,1566,36,Right,Left,CMD_Alt_Shift,2
2key,18,1567,37,Right,Middle,CMD_Alt_Shift,2
2key,18,1568,38,Right,Right,Alt,2
2key,18,1569,39,Right,Right,CMD_Shift,1
2key,18,1570,40,Middle,Left,CMD,1
2key,18,1571,41,Left,Left,CMD_Alt_Shift,2
2key,18,1572,42,Middle,Middle,CMD_Shift,2
2key,18,1573,43,Middle,Middle,CMD_Shift,1
2key,18,1574,44,Middle,Left,CMD,2
2key,18,1575,45,Left,Right,CMD_Shift,1
2key,18,1576,46,Middle,Left,Alt,2
2key,18,1577,47,Left,Left,CMD_Shift,1
2key,18,1578,48,Left,Right,CMD_Alt_Shift,2
2key,18,1579,49,Left,Right,CMD_Shift,2
2key,18,1580,50,Left,Right,None,2
2key,18,1581,51,Right,Left,None,1
2key,18,1582,52,Right,Left,CMD_Shift,2
2key,18,1583,53,Middle,Right,None,1
2key,18,1584,54,Right,Middle,CMD_Shift,2
2key,18,1585,55,Right,Right,CMD,1
2key,18,1586,56,Right,Left,CMD_Shift,1
2key,18,1587,57,Left,Left,CMD_Shift,2
2key,18,1588,58,Middle,Right,CMD,2
2key,18,1589,59,Right,Left,CMD,1
2key,18,1590,60,Middle,Right,CMD_Alt_Shift,2
2key,18,1591,61,Middle,Middle,CMD,2
2key,18,1592,62,Left,Left,None,2
2key,18,1593,63,Left,Middle,CMD,1
2key,18,1594,64,Right,Left,None,2
2key,18,1595,65,Middle,Middle,None,1
2key,18,1596,66,Right,Middle,CMD_Alt_Shift,1
2key,18,1597,67,Middle,Middle,None,2
2key,18,1598,68,Middle,Middle,Alt,2
2key,18,1599,69,Right,Left,Alt,1
2key,18,1600,70,Right,Right,CMD_Shift,2
2key,18,1601,71,Middle,Right,None,2
2key,18,1602,72,Left,Left,None,1
2key,18,1603,73,Right,Middle,None,2
2key,18,1604,74,Middle,Left,None,2
2key,18,1605,75,Left,Left,CMD_Alt_Shift,1
2key,18,1606,76,Middle,Right,CMD_Shift,1
2key,18,1607,77,Left,Right,None,1
2key,18,1608,78,Left,Middle,CMD_Alt_Shift,2
2key,18,1609,79,Middle,Middle,CMD_Alt_Shift,1
2key,18,1610,80,Left,Right,CMD,2
2key,18,1611,81,Left,Middle,Alt,2
2key,18,1612,82,Middle,Left,None,1
2key,18,1613,83,Right,Right,CMD_Alt_Shift,2
2key,18,1614,84,Right,Middle,None,1
2key,18,1615,85,Left,Middle,CMD_Alt_Shift,1
2key,18,1616,86,Middle,Middle,Alt,1
2key,18,1617,87,Middle,Right,CMD_Alt_Shift,1
2key,18,1618,88,Right,Right,CMD_Alt_Shift,1
2key,18,1619,89,Right,Right,CMD,2
2key,18,1620,90,Middle,Right,CMD,1
2key,19,1621,1,Right,Left,Alt,1
2key,19,1622,2,Right,Left,CMD_Alt_Shift,2
2key,19,1623,3,Middle,Right,Alt,2
2key,19,1624,4,Middle,Left,CMD_Alt_Shift,1
2key,19,1625,5,Middle,Right,CMD_Shift,1
2key,19,1626,6,Right,Middle,Alt,1
2key,19,1627,7,Left,Middle,CMD_Shift,2
2key,19,1628,8,Right,Middle,Alt,2
2key,19,1629,9,Left,Left,CMD_Shift,1
2key,19,1630,10,Right,Left,CMD_Shift,1
2key,19,1631,11,Right,Middle,CMD_Shift,1
2key,19,1632,12,Right,Middle,CMD,2
2key,19,1633,13,Right,Right,None,2
2key,19,1634,14,Right,Right,CMD,1
2key,19,1635,15,Left,Middle,CMD,1
2key,19,1636,16,Left,Left,Alt,2
2key,19,1637,17,Left,Right,CMD_Shift,1
2key,19,1638,18,Left,Middle,Alt,2
2key,19,1639,19,Left,Left,CMD,2
2key,19,1640,20,Left,Left,Alt,1
2key,19,1641,21,Middle,Left,Alt,2
2key,19,1642,22,Middle,Left,CMD_Shift,2
2key,19,1643,23,Left,Right,CMD,2
2key,19,1644,24,Left,Right,Alt,2
2key,19,1645,25,Left,Middle,None,2
2key,19,1646,26,Left,Middle,Alt,1
2key,19,1647,27,Left,Right,CMD_Alt_Shift,2
2key,19,1648,28,Middle,Right,None,1
2key,19,1649,29,Middle,Middle,None,1
2key,19,1650,30,Middle,Middle,CMD,2
2key,19,1651,31,Right,Right,Alt,2
2key,19,1652,32,Middle,Right,CMD_Alt_Shift,1
2key,19,1653,33,Left,Middle,CMD_Alt_Shift,1
2key,19,1654,34,Right,Middle,CMD_Shift,2
2key,19,1655,35,Middle,Left,CMD_Alt_Shift,2
2key,19,1656,36,Right,Middle,None,1
2key,19,1657,37,Right,Right,None,1
2key,19,1658,38,Right,Right,CMD_Shift,1
2key,19,1659,39,Right,Right,CMD_Shift,2
2key,19,1660,40,Middle,Left,CMD,2
2key,19,1661,41,Left,Middle,None,1
2key,19,1662,42,Middle,Middle,CMD_Alt_Shift,1
2key,19,1663,43,Middle,Middle,CMD_Shift,2
2key,19,1664,44,Middle,Left,Alt,1
2key,19,1665,45,Left,Right,CMD_Shift,2
2key,19,1666,46,Middle,Left,CMD_Shift,1
2key,19,1667,47,Left,Left,CMD_Shift,2
2key,19,1668,48,Middle,Left,None,1
2key,19,1669,49,Left,Right,CMD_Alt_Shift,1
2key,19,1670,50,Left,Right,CMD,1
2key,19,1671,51,Right,Left,None,2
2key,19,1672,52,Right,Left,CMD_Alt_Shift,1
2key,19,1673,53,Middle,Right,None,2
2key,19,1674,54,Right,Middle,CMD_Alt_Shift,1
2key,19,1675,55,Right,Right,CMD,2
2key,19,1676,56,Right,Left,CMD_Shift,2
2key,19,1677,57,Left,Left,CMD_Alt_Shift,1
2key,19,1678,58,Middle,Right,Alt,1
2key,19,1679,59,Right,Left,CMD,2
2key,19,1680,60,Right,Left,None,1
2key,19,1681,61,Middle,Middle,Alt,1
2key,19,1682,62,Left,Left,CMD,1
2key,19,1683,63,Left,Middle,CMD,2
2key,19,1684,64,Right,Left,CMD,1
2key,19,1685,65,Middle,Middle,None,2
2key,19,1686,66,Right,Middle,CMD_Alt_Shift,2
2key,19,1687,67,Middle,Middle,CMD,1
2key,19,1688,68,Middle,Middle,CMD_Shift,1
2key,19,1689,69,Right,Left,Alt,2
2key,19,1690,70,Right,Right,CMD_Alt_Shift,1
2key,19,1691,71,Middle,Right,CMD,1
2key,19,1692,72,Left,Left,None,2
2key,19,1693,73,Right,Middle,CMD,1
2key,19,1694,74,Middle,Left,CMD,1
2key,19,1695,75,Left,Left,CMD_Alt_Shift,2
2key,19,1696,76,Middle,Right,CMD_Shift,2
2key,19,1697,77,Left,Right,None,2
2key,19,1698,78,Left,Right,None,1
2key,19,1699,79,Middle,Middle,CMD_Alt_Shift,2
2key,19,1700,80,Left,Right,Alt,1
2key,19,1701,81,Left,Middle,CMD_Shift,1
2key,19,1702,82,Middle,Left,None,2
2key,19,1703,83,Left,Left,None,1
2key,19,1704,84,Right,Middle,None,2
2key,19,1705,85,Left,Middle,CMD_Alt_Shift,2
2key,19,1706,86,Middle,Middle,Alt,2
2key,19,1707,87,Middle,Right,CMD_Alt_Shift,2
2key,19,1708,88,Right,Right,CMD_Alt_Shift,2
2key,19,1709,89,Right,Right,Alt,1
2key,19,1710,90,Middle,Right,CMD,2
2key,20,1711,1,Right,Left,Alt,2
2key,20,1712,2,Right,Middle,None,1
2key,20,1713,3,Middle,Right,CMD_Shift,1
2key,20,1714,4,Middle,Left,CMD_Alt_Shift,2
2key,20,1715,5,Middle,Right,CMD_Shift,2
2key,20,1716,6,Right,Middle,Alt,2
2key,20,1717,7,Left,Middle,CMD_Alt_Shift,1
2key,20,1718,8,Right,Middle,CMD_Shift,1
2key,20,1719,9,Left,Left,CMD_Shift,2
2key,20,1720,10,Right,Left,CMD_Shift,2
2key,20,1721,11,Right,Middle,CMD_Shift,2
2key,20,1722,12,Right,Middle,Alt,1
2key,20,1723,13,Right,Right,CMD,1
2key,20,1724,14,Right,Right,CMD,2
2key,20,1725,15,Left,Middle,CMD,2
2key,20,1726,16,Left,Left,CMD_Shift,1
2key,20,1727,17,Left,Right,CMD_Shift,2
2key,20,1728,18,Left,Middle,CMD_Shift,1
2key,20,1729,19,Left,Left,Alt,1
2key,20,1730,20,Left,Left,Alt,2
2key,20,1731,21,Middle,Left,CMD_Shift,1
2key,20,1732,22,Middle,Left,CMD_Alt_Shift,1
2key,20,1733,23,Left,Right,Alt,1
2key,20,1734,24,Left,Right,CMD_Shift,1
2key,20,1735,25,Left,Middle,CMD,1
2key,20,1736,26,Left,Middle,Alt,2
2key,20,1737,27,Middle,Left,None,1
2key,20,1738,28,Middle,Right,None,2
2key,20,1739,29,Middle,Middle,None,2
2key,20,1740,30,Middle,Middle,Alt,1
2key,20,1741,31,Right,Right,CMD_Shift,1
2key,20,1742,32,Middle,Right,CMD_Alt_Shift,2
2key,20,1743,33,Left,Middle,CMD_Alt_Shift,2
2key,20,1744,34,Right,Middle,CMD_Alt_Shift,1
2key,20,1745,35,Middle,Middle,None,1
2key,20,1746,36,Right,Middle,None,2
2key,20,1747,37,Right,Right,None,2
2key,20,1748,38,Right,Right,CMD_Shift,2
2key,20,1749,39,Right,Right,CMD_Alt_Shift,1
2key,20,1750,40,Middle,Left,Alt,1
2key,20,1751,41,Left,Middle,None,2
2key,20,1752,42,Middle,Middle,CMD_Alt_Shift,2
2key,20,1753,43,Middle,Middle,CMD_Alt_Shift,1
2key,20,1754,44,Middle,Left,Alt,2
2key,20,1755,45,Left,Right,CMD_Alt_Shift,1
2key,20,1756,46,Middle,Left,CMD_Shift,2
2key,20,1757,47,Left,Left,CMD_Alt_Shift,1
2key,20,1758,48,Middle,Left,None,2
2key,20,1759,49,Left,Right,CMD_Alt_Shift,2
2key,20,1760,50,Left,Right,CMD,2
2key,20,1761,51,Right,Left,CMD,1
2key,20,1762,52,Right,Left,CMD_Alt_Shift,2
2key,20,1763,53,Middle,Right,CMD,1
2key,20,1764,54,Right,Middle,CMD_Alt_Shift,2
2key,20,1765,55,Right,Right,Alt,1
2key,20,1766,56,Right,Left,CMD_Alt_Shift,1
2key,20,1767,57,Left,Left,CMD_Alt_Shift,2
2key,20,1768,58,Middle,Right,Alt,2
2key,20,1769,59,Right,Left,Alt,1
2key,20,1770,60,Right,Left,None,2
2key,20,1771,61,Middle,Middle,Alt,2
2key,20,1772,62,Left,Left,CMD,2
2key,20,1773,63,Left,Middle,Alt,1
2key,20,1774,64,Right,Left,CMD,2
2key,20,1775,65,Middle,Middle,CMD,1
2key,20,1776,66,Right,Right,None,1
2key,20,1777,67,Middle,Middle,CMD,2
2key,20,1778,68,Middle,Middle,CMD_Shift,2
2key,20,1779,69,Right,Left,CMD_Shift,1
2key,20,1780,70,Right,Right,CMD_Alt_Shift,2
2key,20,1781,71,Middle,Right,CMD,2
2key,20,1782,72,Left,Left,CMD,1
2key,20,1783,73,Right,Middle,CMD,2
2key,20,1784,74,Middle,Left,CMD,2
2key,20,1785,75,Left,Middle,None,1
2key,20,1786,76,Middle,Right,CMD_Alt_Shift,1
2key,20,1787,77,Left,Right,CMD,1
2key,20,1788,78,Left,Right,None,2
2key,20,1789,79,Middle,Right,None,1
2key,20,1790,80,Left,Right,Alt,2
2key,20,1791,81,Left,Middle,CMD_Shift,2
2key,20,1792,82,Middle,Left,CMD,1
2key,20,1793,83,Left,Left,None,2
2key,20,1794,84,Right,Middle,CMD,1
2key,20,1795,85,Left,Right,None,1
2key,20,1796,86,Middle,Middle,CMD_Shift,1
2key,20,1797,87,Right,Left,None,1
2key,20,1798,88,Left,Left,None,1
2key,20,1799,89,Right,Right,Alt,2
2key,20,1800,90,Middle,Right,Alt,1
