DesignName,ParticipantID,TrialID,Block1,Block2,Block,Dir,Size,NbDraw,NbAngle
1DrawMultiAngle,1,1,1,1,1,N_E,4,1,1
1DrawMultiAngle,1,2,1,2,1,NE_SE,1,1,1
1DrawMultiAngle,1,3,1,3,1,S_W,3,1,1
1DrawMultiAngle,1,4,1,4,1,NE_SE,3,1,1
1DrawMultiAngle,1,5,1,5,1,NE_SE,3,1,2
1DrawMultiAngle,1,6,1,6,1,SW_NW,1,1,1
1DrawMultiAngle,1,7,1,7,1,SW_NW,3,1,2
1DrawMultiAngle,1,8,1,8,1,SW_NW,2,1,2
1DrawMultiAngle,1,9,1,9,1,SW_NW,4,1,2
1DrawMultiAngle,1,10,1,10,1,S_W,2,1,1
1DrawMultiAngle,1,11,1,11,1,NE_SE,2,1,1
1DrawMultiAngle,1,12,1,12,1,N_E,3,1,1
1DrawMultiAngle,1,13,1,13,1,S_W,1,1,2
1DrawMultiAngle,1,14,1,14,1,NE_SE,4,1,2
1DrawMultiAngle,1,15,1,15,1,N_E,1,1,2
1DrawMultiAngle,1,16,1,16,1,N_E,2,1,1
1DrawMultiAngle,1,17,1,17,1,S_W,1,1,1
1DrawMultiAngle,1,18,1,18,1,S_W,4,1,1
1DrawMultiAngle,1,19,1,19,1,S_W,4,1,2
1DrawMultiAngle,1,20,1,20,1,N_E,2,1,2
1DrawMultiAngle,1,21,1,21,1,NE_SE,1,1,2
1DrawMultiAngle,1,22,1,22,1,NE_SE,2,1,2
1DrawMultiAngle,1,23,1,23,1,N_E,3,1,2
1DrawMultiAngle,1,24,1,24,1,N_E,4,1,2
1DrawMultiAngle,1,25,1,25,1,SW_NW,2,1,1
1DrawMultiAngle,1,26,1,26,1,SW_NW,4,1,1
1DrawMultiAngle,1,27,1,27,1,S_W,2,1,2
1DrawMultiAngle,1,28,1,28,1,N_E,1,1,1
1DrawMultiAngle,1,29,1,29,1,NE_SE,4,1,1
1DrawMultiAngle,1,30,1,30,1,SW_NW,1,1,2
1DrawMultiAngle,1,31,1,31,1,SW_NW,3,1,1
1DrawMultiAngle,1,32,1,32,1,S_W,3,1,2
1DrawMultiAngle,1,33,2,1,2,N_E,4,1,1
1DrawMultiAngle,1,34,2,2,2,NE_SE,1,1,1
1DrawMultiAngle,1,35,2,3,2,S_W,3,1,1
1DrawMultiAngle,1,36,2,4,2,NE_SE,3,1,1
1DrawMultiAngle,1,37,2,5,2,NE_SE,3,1,2
1DrawMultiAngle,1,38,2,6,2,SW_NW,1,1,1
1DrawMultiAngle,1,39,2,7,2,SW_NW,3,1,2
1DrawMultiAngle,1,40,2,8,2,SW_NW,2,1,2
1DrawMultiAngle,1,41,2,9,2,SW_NW,4,1,2
1DrawMultiAngle,1,42,2,10,2,S_W,2,1,1
1DrawMultiAngle,1,43,2,11,2,NE_SE,2,1,1
1DrawMultiAngle,1,44,2,12,2,N_E,3,1,1
1DrawMultiAngle,1,45,2,13,2,S_W,1,1,2
1DrawMultiAngle,1,46,2,14,2,NE_SE,4,1,2
1DrawMultiAngle,1,47,2,15,2,N_E,1,1,2
1DrawMultiAngle,1,48,2,16,2,N_E,2,1,1
1DrawMultiAngle,1,49,2,17,2,S_W,1,1,1
1DrawMultiAngle,1,50,2,18,2,S_W,4,1,1
1DrawMultiAngle,1,51,2,19,2,S_W,4,1,2
1DrawMultiAngle,1,52,2,20,2,N_E,2,1,2
1DrawMultiAngle,1,53,2,21,2,NE_SE,1,1,2
1DrawMultiAngle,1,54,2,22,2,NE_SE,2,1,2
1DrawMultiAngle,1,55,2,23,2,N_E,3,1,2
1DrawMultiAngle,1,56,2,24,2,N_E,4,1,2
1DrawMultiAngle,1,57,2,25,2,SW_NW,2,1,1
1DrawMultiAngle,1,58,2,26,2,SW_NW,4,1,1
1DrawMultiAngle,1,59,2,27,2,S_W,2,1,2
1DrawMultiAngle,1,60,2,28,2,N_E,1,1,1
1DrawMultiAngle,1,61,2,29,2,NE_SE,4,1,1
1DrawMultiAngle,1,62,2,30,2,SW_NW,1,1,2
1DrawMultiAngle,1,63,2,31,2,SW_NW,3,1,1
1DrawMultiAngle,1,64,2,32,2,S_W,3,1,2
1DrawMultiAngle,1,65,3,1,3,N_E,4,1,1
1DrawMultiAngle,1,66,3,2,3,NE_SE,1,1,1
1DrawMultiAngle,1,67,3,3,3,S_W,3,1,1
1DrawMultiAngle,1,68,3,4,3,NE_SE,3,1,1
1DrawMultiAngle,1,69,3,5,3,NE_SE,3,1,2
1DrawMultiAngle,1,70,3,6,3,SW_NW,1,1,1
1DrawMultiAngle,1,71,3,7,3,SW_NW,3,1,2
1DrawMultiAngle,1,72,3,8,3,SW_NW,2,1,2
1DrawMultiAngle,1,73,3,9,3,SW_NW,4,1,2
1DrawMultiAngle,1,74,3,10,3,S_W,2,1,1
1DrawMultiAngle,1,75,3,11,3,NE_SE,2,1,1
1DrawMultiAngle,1,76,3,12,3,N_E,3,1,1
1DrawMultiAngle,1,77,3,13,3,S_W,1,1,2
1DrawMultiAngle,1,78,3,14,3,NE_SE,4,1,2
1DrawMultiAngle,1,79,3,15,3,N_E,1,1,2
1DrawMultiAngle,1,80,3,16,3,N_E,2,1,1
1DrawMultiAngle,1,81,3,17,3,S_W,1,1,1
1DrawMultiAngle,1,82,3,18,3,S_W,4,1,1
1DrawMultiAngle,1,83,3,19,3,S_W,4,1,2
1DrawMultiAngle,1,84,3,20,3,N_E,2,1,2
1DrawMultiAngle,1,85,3,21,3,NE_SE,1,1,2
1DrawMultiAngle,1,86,3,22,3,NE_SE,2,1,2
1DrawMultiAngle,1,87,3,23,3,N_E,3,1,2
1DrawMultiAngle,1,88,3,24,3,N_E,4,1,2
1DrawMultiAngle,1,89,3,25,3,SW_NW,2,1,1
1DrawMultiAngle,1,90,3,26,3,SW_NW,4,1,1
1DrawMultiAngle,1,91,3,27,3,S_W,2,1,2
1DrawMultiAngle,1,92,3,28,3,N_E,1,1,1
1DrawMultiAngle,1,93,3,29,3,NE_SE,4,1,1
1DrawMultiAngle,1,94,3,30,3,SW_NW,1,1,2
1DrawMultiAngle,1,95,3,31,3,SW_NW,3,1,1
1DrawMultiAngle,1,96,3,32,3,S_W,3,1,2
1DrawMultiAngle,2,97,1,1,1,N_E,4,1,2
1DrawMultiAngle,2,98,1,2,1,NE_SE,1,1,2
1DrawMultiAngle,2,99,1,3,1,S_W,3,1,2
1DrawMultiAngle,2,100,1,4,1,NE_SE,3,1,2
1DrawMultiAngle,2,101,1,5,1,NE_SE,4,1,1
1DrawMultiAngle,2,102,1,6,1,SW_NW,1,1,2
1DrawMultiAngle,2,103,1,7,1,SW_NW,4,1,1
1DrawMultiAngle,2,104,1,8,1,SW_NW,3,1,1
1DrawMultiAngle,2,105,1,9,1,N_E,1,1,1
1DrawMultiAngle,2,106,1,10,1,S_W,2,1,2
1DrawMultiAngle,2,107,1,11,1,NE_SE,2,1,2
1DrawMultiAngle,2,108,1,12,1,N_E,3,1,2
1DrawMultiAngle,2,109,1,13,1,S_W,2,1,1
1DrawMultiAngle,2,110,1,14,1,SW_NW,1,1,1
1DrawMultiAngle,2,111,1,15,1,N_E,2,1,1
1DrawMultiAngle,2,112,1,16,1,N_E,2,1,2
1DrawMultiAngle,2,113,1,17,1,S_W,1,1,2
1DrawMultiAngle,2,114,1,18,1,S_W,4,1,2
1DrawMultiAngle,2,115,1,19,1,NE_SE,1,1,1
1DrawMultiAngle,2,116,1,20,1,N_E,3,1,1
1DrawMultiAngle,2,117,1,21,1,NE_SE,2,1,1
1DrawMultiAngle,2,118,1,22,1,NE_SE,3,1,1
1DrawMultiAngle,2,119,1,23,1,N_E,4,1,1
1DrawMultiAngle,2,120,1,24,1,S_W,1,1,1
1DrawMultiAngle,2,121,1,25,1,SW_NW,2,1,2
1DrawMultiAngle,2,122,1,26,1,SW_NW,4,1,2
1DrawMultiAngle,2,123,1,27,1,S_W,3,1,1
1DrawMultiAngle,2,124,1,28,1,N_E,1,1,2
1DrawMultiAngle,2,125,1,29,1,NE_SE,4,1,2
1DrawMultiAngle,2,126,1,30,1,SW_NW,2,1,1
1DrawMultiAngle,2,127,1,31,1,SW_NW,3,1,2
1DrawMultiAngle,2,128,1,32,1,S_W,4,1,1
1DrawMultiAngle,2,129,2,1,2,N_E,4,1,2
1DrawMultiAngle,2,130,2,2,2,NE_SE,1,1,2
1DrawMultiAngle,2,131,2,3,2,S_W,3,1,2
1DrawMultiAngle,2,132,2,4,2,NE_SE,3,1,2
1DrawMultiAngle,2,133,2,5,2,NE_SE,4,1,1
1DrawMultiAngle,2,134,2,6,2,SW_NW,1,1,2
1DrawMultiAngle,2,135,2,7,2,SW_NW,4,1,1
1DrawMultiAngle,2,136,2,8,2,SW_NW,3,1,1
1DrawMultiAngle,2,137,2,9,2,N_E,1,1,1
1DrawMultiAngle,2,138,2,10,2,S_W,2,1,2
1DrawMultiAngle,2,139,2,11,2,NE_SE,2,1,2
1DrawMultiAngle,2,140,2,12,2,N_E,3,1,2
1DrawMultiAngle,2,141,2,13,2,S_W,2,1,1
1DrawMultiAngle,2,142,2,14,2,SW_NW,1,1,1
1DrawMultiAngle,2,143,2,15,2,N_E,2,1,1
1DrawMultiAngle,2,144,2,16,2,N_E,2,1,2
1DrawMultiAngle,2,145,2,17,2,S_W,1,1,2
1DrawMultiAngle,2,146,2,18,2,S_W,4,1,2
1DrawMultiAngle,2,147,2,19,2,NE_SE,1,1,1
1DrawMultiAngle,2,148,2,20,2,N_E,3,1,1
1DrawMultiAngle,2,149,2,21,2,NE_SE,2,1,1
1DrawMultiAngle,2,150,2,22,2,NE_SE,3,1,1
1DrawMultiAngle,2,151,2,23,2,N_E,4,1,1
1DrawMultiAngle,2,152,2,24,2,S_W,1,1,1
1DrawMultiAngle,2,153,2,25,2,SW_NW,2,1,2
1DrawMultiAngle,2,154,2,26,2,SW_NW,4,1,2
1DrawMultiAngle,2,155,2,27,2,S_W,3,1,1
1DrawMultiAngle,2,156,2,28,2,N_E,1,1,2
1DrawMultiAngle,2,157,2,29,2,NE_SE,4,1,2
1DrawMultiAngle,2,158,2,30,2,SW_NW,2,1,1
1DrawMultiAngle,2,159,2,31,2,SW_NW,3,1,2
1DrawMultiAngle,2,160,2,32,2,S_W,4,1,1
1DrawMultiAngle,2,161,3,1,3,N_E,4,1,2
1DrawMultiAngle,2,162,3,2,3,NE_SE,1,1,2
1DrawMultiAngle,2,163,3,3,3,S_W,3,1,2
1DrawMultiAngle,2,164,3,4,3,NE_SE,3,1,2
1DrawMultiAngle,2,165,3,5,3,NE_SE,4,1,1
1DrawMultiAngle,2,166,3,6,3,SW_NW,1,1,2
1DrawMultiAngle,2,167,3,7,3,SW_NW,4,1,1
1DrawMultiAngle,2,168,3,8,3,SW_NW,3,1,1
1DrawMultiAngle,2,169,3,9,3,N_E,1,1,1
1DrawMultiAngle,2,170,3,10,3,S_W,2,1,2
1DrawMultiAngle,2,171,3,11,3,NE_SE,2,1,2
1DrawMultiAngle,2,172,3,12,3,N_E,3,1,2
1DrawMultiAngle,2,173,3,13,3,S_W,2,1,1
1DrawMultiAngle,2,174,3,14,3,SW_NW,1,1,1
1DrawMultiAngle,2,175,3,15,3,N_E,2,1,1
1DrawMultiAngle,2,176,3,16,3,N_E,2,1,2
1DrawMultiAngle,2,177,3,17,3,S_W,1,1,2
1DrawMultiAngle,2,178,3,18,3,S_W,4,1,2
1DrawMultiAngle,2,179,3,19,3,NE_SE,1,1,1
1DrawMultiAngle,2,180,3,20,3,N_E,3,1,1
1DrawMultiAngle,2,181,3,21,3,NE_SE,2,1,1
1DrawMultiAngle,2,182,3,22,3,NE_SE,3,1,1
1DrawMultiAngle,2,183,3,23,3,N_E,4,1,1
1DrawMultiAngle,2,184,3,24,3,S_W,1,1,1
1DrawMultiAngle,2,185,3,25,3,SW_NW,2,1,2
1DrawMultiAngle,2,186,3,26,3,SW_NW,4,1,2
1DrawMultiAngle,2,187,3,27,3,S_W,3,1,1
1DrawMultiAngle,2,188,3,28,3,N_E,1,1,2
1DrawMultiAngle,2,189,3,29,3,NE_SE,4,1,2
1DrawMultiAngle,2,190,3,30,3,SW_NW,2,1,1
1DrawMultiAngle,2,191,3,31,3,SW_NW,3,1,2
1DrawMultiAngle,2,192,3,32,3,S_W,4,1,1
1DrawMultiAngle,3,193,1,1,1,S_W,1,1,1
1DrawMultiAngle,3,194,1,2,1,NE_SE,2,1,1
1DrawMultiAngle,3,195,1,3,1,S_W,4,1,1
1DrawMultiAngle,3,196,1,4,1,NE_SE,4,1,1
1DrawMultiAngle,3,197,1,5,1,NE_SE,4,1,2
1DrawMultiAngle,3,198,1,6,1,SW_NW,2,1,1
1DrawMultiAngle,3,199,1,7,1,SW_NW,4,1,2
1DrawMultiAngle,3,200,1,8,1,SW_NW,3,1,2
1DrawMultiAngle,3,201,1,9,1,N_E,1,1,2
1DrawMultiAngle,3,202,1,10,1,S_W,3,1,1
1DrawMultiAngle,3,203,1,11,1,NE_SE,3,1,1
1DrawMultiAngle,3,204,1,12,1,N_E,4,1,1
1DrawMultiAngle,3,205,1,13,1,S_W,2,1,2
1DrawMultiAngle,3,206,1,14,1,SW_NW,1,1,2
1DrawMultiAngle,3,207,1,15,1,N_E,2,1,2
1DrawMultiAngle,3,208,1,16,1,N_E,3,1,1
1DrawMultiAngle,3,209,1,17,1,S_W,2,1,1
1DrawMultiAngle,3,210,1,18,1,NE_SE,1,1,1
1DrawMultiAngle,3,211,1,19,1,NE_SE,1,1,2
1DrawMultiAngle,3,212,1,20,1,N_E,3,1,2
1DrawMultiAngle,3,213,1,21,1,NE_SE,2,1,2
1DrawMultiAngle,3,214,1,22,1,NE_SE,3,1,2
1DrawMultiAngle,3,215,1,23,1,N_E,4,1,2
1DrawMultiAngle,3,216,1,24,1,S_W,1,1,2
1DrawMultiAngle,3,217,1,25,1,SW_NW,3,1,1
1DrawMultiAngle,3,218,1,26,1,N_E,1,1,1
1DrawMultiAngle,3,219,1,27,1,S_W,3,1,2
1DrawMultiAngle,3,220,1,28,1,N_E,2,1,1
1DrawMultiAngle,3,221,1,29,1,SW_NW,1,1,1
1DrawMultiAngle,3,222,1,30,1,SW_NW,2,1,2
1DrawMultiAngle,3,223,1,31,1,SW_NW,4,1,1
1DrawMultiAngle,3,224,1,32,1,S_W,4,1,2
1DrawMultiAngle,3,225,2,1,2,S_W,1,1,1
1DrawMultiAngle,3,226,2,2,2,NE_SE,2,1,1
1DrawMultiAngle,3,227,2,3,2,S_W,4,1,1
1DrawMultiAngle,3,228,2,4,2,NE_SE,4,1,1
1DrawMultiAngle,3,229,2,5,2,NE_SE,4,1,2
1DrawMultiAngle,3,230,2,6,2,SW_NW,2,1,1
1DrawMultiAngle,3,231,2,7,2,SW_NW,4,1,2
1DrawMultiAngle,3,232,2,8,2,SW_NW,3,1,2
1DrawMultiAngle,3,233,2,9,2,N_E,1,1,2
1DrawMultiAngle,3,234,2,10,2,S_W,3,1,1
1DrawMultiAngle,3,235,2,11,2,NE_SE,3,1,1
1DrawMultiAngle,3,236,2,12,2,N_E,4,1,1
1DrawMultiAngle,3,237,2,13,2,S_W,2,1,2
1DrawMultiAngle,3,238,2,14,2,SW_NW,1,1,2
1DrawMultiAngle,3,239,2,15,2,N_E,2,1,2
1DrawMultiAngle,3,240,2,16,2,N_E,3,1,1
1DrawMultiAngle,3,241,2,17,2,S_W,2,1,1
1DrawMultiAngle,3,242,2,18,2,NE_SE,1,1,1
1DrawMultiAngle,3,243,2,19,2,NE_SE,1,1,2
1DrawMultiAngle,3,244,2,20,2,N_E,3,1,2
1DrawMultiAngle,3,245,2,21,2,NE_SE,2,1,2
1DrawMultiAngle,3,246,2,22,2,NE_SE,3,1,2
1DrawMultiAngle,3,247,2,23,2,N_E,4,1,2
1DrawMultiAngle,3,248,2,24,2,S_W,1,1,2
1DrawMultiAngle,3,249,2,25,2,SW_NW,3,1,1
1DrawMultiAngle,3,250,2,26,2,N_E,1,1,1
1DrawMultiAngle,3,251,2,27,2,S_W,3,1,2
1DrawMultiAngle,3,252,2,28,2,N_E,2,1,1
1DrawMultiAngle,3,253,2,29,2,SW_NW,1,1,1
1DrawMultiAngle,3,254,2,30,2,SW_NW,2,1,2
1DrawMultiAngle,3,255,2,31,2,SW_NW,4,1,1
1DrawMultiAngle,3,256,2,32,2,S_W,4,1,2
1DrawMultiAngle,3,257,3,1,3,S_W,1,1,1
1DrawMultiAngle,3,258,3,2,3,NE_SE,2,1,1
1DrawMultiAngle,3,259,3,3,3,S_W,4,1,1
1DrawMultiAngle,3,260,3,4,3,NE_SE,4,1,1
1DrawMultiAngle,3,261,3,5,3,NE_SE,4,1,2
1DrawMultiAngle,3,262,3,6,3,SW_NW,2,1,1
1DrawMultiAngle,3,263,3,7,3,SW_NW,4,1,2
1DrawMultiAngle,3,264,3,8,3,SW_NW,3,1,2
1DrawMultiAngle,3,265,3,9,3,N_E,1,1,2
1DrawMultiAngle,3,266,3,10,3,S_W,3,1,1
1DrawMultiAngle,3,267,3,11,3,NE_SE,3,1,1
1DrawMultiAngle,3,268,3,12,3,N_E,4,1,1
1DrawMultiAngle,3,269,3,13,3,S_W,2,1,2
1DrawMultiAngle,3,270,3,14,3,SW_NW,1,1,2
1DrawMultiAngle,3,271,3,15,3,N_E,2,1,2
1DrawMultiAngle,3,272,3,16,3,N_E,3,1,1
1DrawMultiAngle,3,273,3,17,3,S_W,2,1,1
1DrawMultiAngle,3,274,3,18,3,NE_SE,1,1,1
1DrawMultiAngle,3,275,3,19,3,NE_SE,1,1,2
1DrawMultiAngle,3,276,3,20,3,N_E,3,1,2
1DrawMultiAngle,3,277,3,21,3,NE_SE,2,1,2
1DrawMultiAngle,3,278,3,22,3,NE_SE,3,1,2
1DrawMultiAngle,3,279,3,23,3,N_E,4,1,2
1DrawMultiAngle,3,280,3,24,3,S_W,1,1,2
1DrawMultiAngle,3,281,3,25,3,SW_NW,3,1,1
1DrawMultiAngle,3,282,3,26,3,N_E,1,1,1
1DrawMultiAngle,3,283,3,27,3,S_W,3,1,2
1DrawMultiAngle,3,284,3,28,3,N_E,2,1,1
1DrawMultiAngle,3,285,3,29,3,SW_NW,1,1,1
1DrawMultiAngle,3,286,3,30,3,SW_NW,2,1,2
1DrawMultiAngle,3,287,3,31,3,SW_NW,4,1,1
1DrawMultiAngle,3,288,3,32,3,S_W,4,1,2
1DrawMultiAngle,4,289,1,1,1,S_W,1,1,2
1DrawMultiAngle,4,290,1,2,1,NE_SE,2,1,2
1DrawMultiAngle,4,291,1,3,1,S_W,4,1,2
1DrawMultiAngle,4,292,1,4,1,NE_SE,4,1,2
1DrawMultiAngle,4,293,1,5,1,SW_NW,1,1,1
1DrawMultiAngle,4,294,1,6,1,SW_NW,2,1,2
1DrawMultiAngle,4,295,1,7,1,N_E,1,1,1
1DrawMultiAngle,4,296,1,8,1,SW_NW,4,1,1
1DrawMultiAngle,4,297,1,9,1,N_E,2,1,1
1DrawMultiAngle,4,298,1,10,1,S_W,3,1,2
1DrawMultiAngle,4,299,1,11,1,NE_SE,3,1,2
1DrawMultiAngle,4,300,1,12,1,N_E,4,1,2
1DrawMultiAngle,4,301,1,13,1,S_W,3,1,1
1DrawMultiAngle,4,302,1,14,1,SW_NW,2,1,1
1DrawMultiAngle,4,303,1,15,1,N_E,3,1,1
1DrawMultiAngle,4,304,1,16,1,N_E,3,1,2
1DrawMultiAngle,4,305,1,17,1,S_W,2,1,2
1DrawMultiAngle,4,306,1,18,1,NE_SE,1,1,2
1DrawMultiAngle,4,307,1,19,1,NE_SE,2,1,1
1DrawMultiAngle,4,308,1,20,1,N_E,4,1,1
1DrawMultiAngle,4,309,1,21,1,NE_SE,3,1,1
1DrawMultiAngle,4,310,1,22,1,NE_SE,4,1,1
1DrawMultiAngle,4,311,1,23,1,S_W,1,1,1
1DrawMultiAngle,4,312,1,24,1,S_W,2,1,1
1DrawMultiAngle,4,313,1,25,1,SW_NW,3,1,2
1DrawMultiAngle,4,314,1,26,1,N_E,1,1,2
1DrawMultiAngle,4,315,1,27,1,S_W,4,1,1
1DrawMultiAngle,4,316,1,28,1,N_E,2,1,2
1DrawMultiAngle,4,317,1,29,1,SW_NW,1,1,2
1DrawMultiAngle,4,318,1,30,1,SW_NW,3,1,1
1DrawMultiAngle,4,319,1,31,1,SW_NW,4,1,2
1DrawMultiAngle,4,320,1,32,1,NE_SE,1,1,1
1DrawMultiAngle,4,321,2,1,2,S_W,1,1,2
1DrawMultiAngle,4,322,2,2,2,NE_SE,2,1,2
1DrawMultiAngle,4,323,2,3,2,S_W,4,1,2
1DrawMultiAngle,4,324,2,4,2,NE_SE,4,1,2
1DrawMultiAngle,4,325,2,5,2,SW_NW,1,1,1
1DrawMultiAngle,4,326,2,6,2,SW_NW,2,1,2
1DrawMultiAngle,4,327,2,7,2,N_E,1,1,1
1DrawMultiAngle,4,328,2,8,2,SW_NW,4,1,1
1DrawMultiAngle,4,329,2,9,2,N_E,2,1,1
1DrawMultiAngle,4,330,2,10,2,S_W,3,1,2
1DrawMultiAngle,4,331,2,11,2,NE_SE,3,1,2
1DrawMultiAngle,4,332,2,12,2,N_E,4,1,2
1DrawMultiAngle,4,333,2,13,2,S_W,3,1,1
1DrawMultiAngle,4,334,2,14,2,SW_NW,2,1,1
1DrawMultiAngle,4,335,2,15,2,N_E,3,1,1
1DrawMultiAngle,4,336,2,16,2,N_E,3,1,2
1DrawMultiAngle,4,337,2,17,2,S_W,2,1,2
1DrawMultiAngle,4,338,2,18,2,NE_SE,1,1,2
1DrawMultiAngle,4,339,2,19,2,NE_SE,2,1,1
1DrawMultiAngle,4,340,2,20,2,N_E,4,1,1
1DrawMultiAngle,4,341,2,21,2,NE_SE,3,1,1
1DrawMultiAngle,4,342,2,22,2,NE_SE,4,1,1
1DrawMultiAngle,4,343,2,23,2,S_W,1,1,1
1DrawMultiAngle,4,344,2,24,2,S_W,2,1,1
1DrawMultiAngle,4,345,2,25,2,SW_NW,3,1,2
1DrawMultiAngle,4,346,2,26,2,N_E,1,1,2
1DrawMultiAngle,4,347,2,27,2,S_W,4,1,1
1DrawMultiAngle,4,348,2,28,2,N_E,2,1,2
1DrawMultiAngle,4,349,2,29,2,SW_NW,1,1,2
1DrawMultiAngle,4,350,2,30,2,SW_NW,3,1,1
1DrawMultiAngle,4,351,2,31,2,SW_NW,4,1,2
1DrawMultiAngle,4,352,2,32,2,NE_SE,1,1,1
1DrawMultiAngle,4,353,3,1,3,S_W,1,1,2
1DrawMultiAngle,4,354,3,2,3,NE_SE,2,1,2
1DrawMultiAngle,4,355,3,3,3,S_W,4,1,2
1DrawMultiAngle,4,356,3,4,3,NE_SE,4,1,2
1DrawMultiAngle,4,357,3,5,3,SW_NW,1,1,1
1DrawMultiAngle,4,358,3,6,3,SW_NW,2,1,2
1DrawMultiAngle,4,359,3,7,3,N_E,1,1,1
1DrawMultiAngle,4,360,3,8,3,SW_NW,4,1,1
1DrawMultiAngle,4,361,3,9,3,N_E,2,1,1
1DrawMultiAngle,4,362,3,10,3,S_W,3,1,2
1DrawMultiAngle,4,363,3,11,3,NE_SE,3,1,2
1DrawMultiAngle,4,364,3,12,3,N_E,4,1,2
1DrawMultiAngle,4,365,3,13,3,S_W,3,1,1
1DrawMultiAngle,4,366,3,14,3,SW_NW,2,1,1
1DrawMultiAngle,4,367,3,15,3,N_E,3,1,1
1DrawMultiAngle,4,368,3,16,3,N_E,3,1,2
1DrawMultiAngle,4,369,3,17,3,S_W,2,1,2
1DrawMultiAngle,4,370,3,18,3,NE_SE,1,1,2
1DrawMultiAngle,4,371,3,19,3,NE_SE,2,1,1
1DrawMultiAngle,4,372,3,20,3,N_E,4,1,1
1DrawMultiAngle,4,373,3,21,3,NE_SE,3,1,1
1DrawMultiAngle,4,374,3,22,3,NE_SE,4,1,1
1DrawMultiAngle,4,375,3,23,3,S_W,1,1,1
1DrawMultiAngle,4,376,3,24,3,S_W,2,1,1
1DrawMultiAngle,4,377,3,25,3,SW_NW,3,1,2
1DrawMultiAngle,4,378,3,26,3,N_E,1,1,2
1DrawMultiAngle,4,379,3,27,3,S_W,4,1,1
1DrawMultiAngle,4,380,3,28,3,N_E,2,1,2
1DrawMultiAngle,4,381,3,29,3,SW_NW,1,1,2
1DrawMultiAngle,4,382,3,30,3,SW_NW,3,1,1
1DrawMultiAngle,4,383,3,31,3,SW_NW,4,1,2
1DrawMultiAngle,4,384,3,32,3,NE_SE,1,1,1
1DrawMultiAngle,5,385,1,1,1,S_W,2,1,1
1DrawMultiAngle,5,386,1,2,1,NE_SE,3,1,1
1DrawMultiAngle,5,387,1,3,1,NE_SE,1,1,1
1DrawMultiAngle,5,388,1,4,1,SW_NW,1,1,1
1DrawMultiAngle,5,389,1,5,1,SW_NW,1,1,2
1DrawMultiAngle,5,390,1,6,1,SW_NW,3,1,1
1DrawMultiAngle,5,391,1,7,1,N_E,1,1,2
1DrawMultiAngle,5,392,1,8,1,SW_NW,4,1,2
1DrawMultiAngle,5,393,1,9,1,N_E,2,1,2
1DrawMultiAngle,5,394,1,10,1,S_W,4,1,1
